Tweet Id,Date,Hour,User Name,Nickname,Bio,Tweet content,Favs,RTs,Latitude,Longitude,Country,Place (as appears on Bio),Profile picture,Followers,Following,Listed,Tweet language (ISO 639-1),Tweet Url
721318419098943488 ,2016-04-16,12:44,N Master,N_Master101,#chicago born and raised #Bulls #Bears #Whitesox #Blackhawks but I'm all over the nation,"I'm at @InNOutBurger in Long Beach, CA https://t.co/uqmEomzVKZ",,,33.79115045,-118.140084,US,"Long Beach, CA",http://pbs.twimg.com/profile_images/720628949710200834/oj5pPviK_normal.jpg,1257,1074,71,en,http://www.twitter.com/N_Master101/status/721318419098943488
721318418809532416 ,2016-04-16,12:44,Vicky Garcia Fitness,VickyGFitness,"Certified Personal Trainer, Nutrition Consultant, Zumba Instructor / Zumba for kids Instructor.",Don’t think about what can happen in a month. Don’t think about what can happen in a year. Just… https://t.co/2JFQNg7Kq6,,,33.827608,-84.496362,US,"Smyrna, GA",http://pbs.twimg.com/profile_images/1582573563/twitterfoto_normal.JPG,269,302,10,en,http://www.twitter.com/VickyGFitness/status/721318418809532416
721318418780196864 ,2016-04-16,12:44,Andre C. Rivera,andrerivera801,"23 Year old, Human Services Major, Boricua College Student, Bicyclist, Hobby & Emergency events Photography, Blogger, Organizer/Activist/Soundivew Community",Vacation here I come !! @ Official JetBlue Terminal - LaGuardia… https://t.co/IashwLv0ao,,,40.7747411,-73.8700121,US,"Queens, NY",http://pbs.twimg.com/profile_images/508430644914188288/1bhSiXvI_normal.jpeg,594,2099,53,en,http://www.twitter.com/andrerivera801/status/721318418780196864
721318417324646400 ,2016-04-16,12:44,Pola,PolaBonita,ex inmadura.,"?? @ Foro Sol, Mexico D.F. https://t.co/PbAbOVEPCl",,,19.40511435,-99.09569378,MX,"Iztacalco, Distrito Federal",http://pbs.twimg.com/profile_images/667491164388392960/FyFvhlgB_normal.jpg,836,1107,13,es,http://www.twitter.com/PolaBonita/status/721318417324646400
721318416548700160 ,2016-04-16,12:44,TMJ-VAF HRTA Jobs,tmj_VAF_HRTA,"Follow this account for geo-targeted Hospitality/Restaurant/Tourism job tweets in Fairfax, VA. Need help? Tweet us at @CareerArc!","Can you recommend anyone for this #Hospitality #job? https://t.co/opAs4JitFl #restaurantjobs #Fairfax, VA #Hiring #CareerArc",,,38.8735614,-77.3898602,US,"Chantilly, VA",http://pbs.twimg.com/profile_images/670215770161332225/gXFRBAy1_normal.jpg,309,273,23,en,http://www.twitter.com/tmj_VAF_HRTA/status/721318416548700160
721318416003411968 ,2016-04-16,12:44,TMJ-NC Retail Jobs,tmj_nc_retail,Follow this account for geo-targeted Retail job tweets in North Carolina. Need help? Tweet us at @CareerArc!,"We're #hiring! Click to apply: Manager Trainee-Retail Sales - https://t.co/pvhrRytQ9L #Retail #WinstonSalem, NC #Job #Jobs #CareerArc",,,36.0564654,-80.3324514,US,"Winston-Salem, NC",http://pbs.twimg.com/profile_images/667816428473421824/1ATjx8WA_normal.jpg,427,305,91,en,http://www.twitter.com/tmj_nc_retail/status/721318416003411968
721318415680540672 ,2016-04-16,12:44,Alan Anzo,AlanElGrande_1,"Life is not a problem to be solve, but a Reality to be Experienced.",I'm at Home https://t.co/fDCP5atErT,,,19.32056326,-99.15115016999999,MX,"Coyoacán, Distrito Federal",http://pbs.twimg.com/profile_images/662019311087697920/4YIfavKX_normal.jpg,99,136,4,en,http://www.twitter.com/AlanElGrande_1/status/721318415680540672
721318415458107392 ,2016-04-16,12:44,GA Manufacturing,tmj_ga_manuf,Follow this account for geo-targeted Manufacturing job tweets in Georgia Non-Metro. Need help? Tweet us at @CareerArc!,"See our latest #Savannah, GA #job and click to apply: Structural Mechanic II - https://t.co/t4cYAS9Ceb #Manufacturing #Hiring",,,32.0835407,-81.0998342,US,"Savannah, GA",http://pbs.twimg.com/profile_images/671349037719621632/4HTcSNGD_normal.jpg,304,200,54,en,http://www.twitter.com/tmj_ga_manuf/status/721318415458107392
721318415344881664 ,2016-04-16,12:44,New Jersey Sales,tmj_NJ_sales,Follow this account for geo-targeted Sales job tweets in New Jersey Non-Metro. Need help? Tweet us at @CareerArc!,"Want to work at Macy's Beauty? We're #hiring in #Vorhees, NJ! Click for details: https://t.co/976Ux7tqsS #Sales #Job #Jobs #CareerArc",,,39.8508744,-75.0020025,US,"Echelon, NJ",http://pbs.twimg.com/profile_images/668163983765966849/M6mvG8A6_normal.jpg,455,300,86,en,http://www.twitter.com/tmj_NJ_sales/status/721318415344881664
721318415114186752 ,2016-04-16,12:44,Favorite Jobs,FavoriteJobs,We're your Advocate. We're your Family. Follow us for #healthcare & #nursing #jobs at @FavoriteStaff,Can you recommend anyone for this #job? Registered Nurse | RN | MS (Contract) - https://t.co/qUivCRlU5c #RN #Nursing https://t.co/dF6zpB6uYr,,,38.9822282,-94.6707917,US,"Overland Park, KS",http://pbs.twimg.com/profile_images/663783434829955072/qirUW18u_normal.jpg,191,99,173,en,http://www.twitter.com/FavoriteJobs/status/721318415114186752
721318414980145154 ,2016-04-16,12:44,Chris McGinn,SlimMcGinn,• Fun seeker since 1980 •,?? is ?? @ Jupiter Donuts North Palm https://t.co/QO2cgVUIsC,,,26.80994,-80.05588,US,"North Palm Beach, FL",http://pbs.twimg.com/profile_images/417874641743794176/DegXFvw9_normal.jpeg,433,552,5,en,http://www.twitter.com/SlimMcGinn/status/721318414980145154
721318413973389312 ,2016-04-16,12:44,NJ Non-Metro Jobs,tmj_nj_usa_jobs,Follow this account for geo-targeted Other job tweets in New Jersey Non-Metro. Need help? Tweet us at @CareerArc!,"in #TomsRiver, NJ: Hourly Home Care Nurses Needed (Registered Nurse RN / Licensed... at BAYADA Home Health Care https://t.co/ODNWErZ0sg",,,39.9537358,-74.1979458,US,"Toms River, NJ",http://pbs.twimg.com/profile_images/691239700720275456/21t-csui_normal.jpg,810,529,38,en,http://www.twitter.com/tmj_nj_usa_jobs/status/721318413973389312
721318412916371457 ,2016-04-16,12:44,TMJ-ATL CstSrv Jobs,tmj_atl_cstsrv,"Follow this account for geo-targeted Customer Service job tweets in Atlanta, GA. Need help? Tweet us at @CareerArc!","Want to work at Aerotek? We're #hiring in #Duluth, GA! Click for details: https://t.co/PShztQSvgX #CustomerService #Job #Jobs",,,34.0028786,-84.1446376,US,"Duluth, GA",http://pbs.twimg.com/profile_images/670393196237623297/NiiwNmX8_normal.jpg,473,315,47,en,http://www.twitter.com/tmj_atl_cstsrv/status/721318412916371457
721318411024920576 ,2016-04-16,12:44,Char Sips&Scroll,sugahNspyce_,"I tweet & RT what I want...............
A little bit of everything- music/movies/tv to politics to ratchet news #foodie #spurs #steelers","It is a beautiful Saturday morning!!! Get out &amp; enjoy??????
#HappySaturday!!! @ Clearwater Beach… https://t.co/qMmkcauTjG",,,27.9172217,-82.80687331999999,US,"Largo, FL",http://pbs.twimg.com/profile_images/709463394852671488/HB1wxB8w_normal.jpg,1614,1654,43,en,http://www.twitter.com/sugahNspyce_/status/721318411024920576
721318409540136960 ,2016-04-16,12:44,Lisa Torre,LisaTorreFitnes,"Ind. Team Beachbody Coach, Yoga Instructor, Mother of the Year, Wife of the Century",Remember that time we got Lucas some #DoleWhip and he spilled the whole thing on his leg on his… https://t.co/bQ6CPqL93k,,,28.41529704,-81.58061202,US,"Florida, USA",http://pbs.twimg.com/profile_images/378800000304149045/bbf373fb0082be83caedbb61bffa68a5_normal.jpeg,59,132,20,en,http://www.twitter.com/LisaTorreFitnes/status/721318409540136960
721318405236776960 ,2016-04-16,12:44,Jorge Monteagudo V,jorgemv08,,"I'm at Universidad Intercontinental - @uicmx in México, DF https://t.co/NV870nyOaZ",,,19.28082318,-99.17149723,MX,"Tlalpan, Distrito Federal",http://pbs.twimg.com/profile_images/644314303307223040/0GkCoDSb_normal.jpg,80,86,2,es,http://www.twitter.com/jorgemv08/status/721318405236776960
721318404112588800 ,2016-04-16,12:44,Doherty Jobs,DohertyJobs,"Woman owned & family operated, Doherty The #Employment Experts has been connecting great people with great #jobs for over 35 years!","See our latest #WestStPaul, MN #job and click to apply: MACHINE OPERATOR - https://t.co/f4nllAKHtm #Manufacturing https://t.co/kk0MsO1fss",,,44.9160768,-93.10160740000001,US,"West St Paul, MN",http://pbs.twimg.com/profile_images/501810077557198848/lQy920qQ_normal.jpeg,431,490,99,en,http://www.twitter.com/DohertyJobs/status/721318404112588800
721318401717571584 ,2016-04-16,12:44,DariusThaGreat,DariusDuhGreat,"musician, singer-songwriter, music producer, most importantly a great daddy!",Just posted a photo @ Memories Bar &amp; Grill https://t.co/Vl8xlzZYN1,,,39.89628368,-86.21590046,US,"Indianapolis, IN",http://pbs.twimg.com/profile_images/551039923395264512/uaiEmweA_normal.jpeg,426,527,6,en,http://www.twitter.com/DariusDuhGreat/status/721318401717571584
721318400706875392 ,2016-04-16,12:44,"James K Barath, CMPS",jkbarath,"Certified Mortgage Planner; Do Home Loans - NMLS 124492; Father of a LEGO Boy. I Tweet about Mortgages, Real Estate, Social Networking, Marketing + Jai.","Let's get this Saturday started! (@ Starbucks in Crown Point, IN) https://t.co/dQZA4tB2jC",,,41.42688292,-87.36377281,US,"Crown Point, IN",http://pbs.twimg.com/profile_images/484093689300393985/FWl3FZPJ_normal.jpeg,4541,437,179,en,http://www.twitter.com/jkbarath/status/721318400706875392
721318394667081728 ,2016-04-16,12:44,Joe Ruffennach,firnatine633,captain in the fire department,I just began a doing circuit training workout using #Endomondo. Peptalk me now @ https://t.co/Lsdhsl50V0,,,33.486286,-79.098603,US,"Pawleys Island, SC",http://pbs.twimg.com/profile_images/3460991227/836eb813ee7883473d9f4486ce4136fa_normal.jpeg,49,34,6,en,http://www.twitter.com/firnatine633/status/721318394667081728
721318393207525376 ,2016-04-16,12:44,BriannaMengel,legnemannairb,Peanut Butter Vibes  //  NR,Having a slight craving for rock climbing and waterfall jumps???#stayswoopinfolks @ Linville… https://t.co/AGVQlOaFCD,,,35.9592,-81.9431,US,"North Carolina, USA",http://pbs.twimg.com/profile_images/709882995319173120/Z7Ql4NJn_normal.jpg,475,283,1,en,http://www.twitter.com/legnemannairb/status/721318393207525376
721318386290991104 ,2016-04-16,12:44,Chris S Jones,foggypaws,"I remember my dog Hoover everyday, I race for the Pamakids Ultra Running Team, serve in the US Army, and am a CU alum... GO BUFFS!",Ran the B.A.A. 5k this morning with Chris Sanford and finished with the exact same time as last… https://t.co/m8ClCPqjiR,,,42.35628305,-71.06330103000001,US,"Boston, MA",http://pbs.twimg.com/profile_images/684931992303996928/6YKAeM3C_normal.jpg,564,1023,11,en,http://www.twitter.com/foggypaws/status/721318386290991104
721318379437600768 ,2016-04-16,12:44,Patricia Suhre,SugaPiesMama,"Just a Girl who Loves to Laugh, Loves the Texans & Loves the Lord. I am Wife to the Most Amazing Man & SugaPies Mama! Blessed! Amos 3:3 John 3:16",I'm  proud of myself! My feet not so much.. ?? I'm going to have to… https://t.co/Qc2s2BHRny,,,29.4046645,-95.23194049999999,US,"Alvin, TX",http://pbs.twimg.com/profile_images/706442923131297792/6Wv63cft_normal.jpg,239,77,43,en,http://www.twitter.com/SugaPiesMama/status/721318379437600768
721318376446889985 ,2016-04-16,12:44,fulltimeGiGS Jobs,FTGiGSJobs,All #jobs all the time! Apply today!  Follow our official account @fulltimeGiGS for #jobsearch tips and career advice.,"Can you recommend anyone for this #IT #job? https://t.co/5LXR45vFwh #Cleveland, OH #Hiring https://t.co/JZu6ghfmVY",,,41.49932,-81.6943605,US,"Cleveland, OH",http://pbs.twimg.com/profile_images/657211104746061824/ABgu_N9n_normal.png,259,127,427,en,http://www.twitter.com/FTGiGSJobs/status/721318376446889985
721318375742263296 ,2016-04-16,12:44,TMJ-MD HRTA Jobs,tmj_md_hrta,Follow this account for geo-targeted Hospitality/Restaurant/Tourism job tweets in Maryland Non-Metro. Need help? Tweet us at @CareerArc!,"If you're a #Hospitality professional in 620 MARKETPLACE DRIVE, #BELAIR, MD, check out this #job: https://t.co/72KLimPrrd #Veterans #Hiring",,,39.5241026,-76.3524419,US,"Bel Air, MD",http://pbs.twimg.com/profile_images/668520057203376129/Ni21wgn1_normal.jpg,375,287,47,en,http://www.twitter.com/tmj_md_hrta/status/721318375742263296
721318375649992704 ,2016-04-16,12:44,TMJ-SCM Health Jobs,tmj_scm_health,"Follow this account for geo-targeted Healthcare job tweets in Myrtle Beach, SC. Need help? Tweet us at @CareerArc!","#Healthcare #Job alert: Physical Therapist (PT) /... | Accountable Healthcare Staffing | #MurrellsInlet, SC https://t.co/cnnBVRzVgv #Jobs",,,33.5510021,-79.0414261,US,"Murrells Inlet, SC",http://pbs.twimg.com/profile_images/686286789707890688/iBTPEcwl_normal.jpg,391,284,39,en,http://www.twitter.com/tmj_scm_health/status/721318375649992704
721318375649980417 ,2016-04-16,12:44,TMJ-NJN Pharm. Jobs,tmj_njn_pharm,Follow this account for geo-targeted Pharm./Biotech job tweets in Northern NJ. Need help? Tweet us at @CareerArc!,"Can you recommend anyone for this #job? Clinical Project Manager - https://t.co/U2jlHyTkV5 #FairLawn, NJ #Pharmaceutical #Hiring",,,40.9403762,-74.1318096,US,"Fair Lawn, NJ",http://pbs.twimg.com/profile_images/683986760506839041/rTR-cFo0_normal.jpg,394,309,13,en,http://www.twitter.com/tmj_njn_pharm/status/721318375649980417
721318375138328577 ,2016-04-16,12:44,TMJ-ATL Engin. Jobs,tmj_atl_eng,"Follow this account for geo-targeted Engineering job tweets in Atlanta, GA. Need help? Tweet us at @CareerArc!","AT&amp;T #Engineering #Job: Senior eCommerce Reporting Analyst (#Atlanta, GA) https://t.co/N7JYUa6Kxg #Jobs #Hiring #CareerArc",,,33.7489954,-84.3879824,US,"Atlanta, GA",http://pbs.twimg.com/profile_images/670653842669723649/v56ieXdU_normal.jpg,406,263,64,en,http://www.twitter.com/tmj_atl_eng/status/721318375138328577
721318372424683520 ,2016-04-16,12:44,Jason W,jasoid,,South African send off! #sarahbolen #SarahPreAfrica #BolenInTheBush #FutureQueenofNamibia… https://t.co/U2t7NNhvam,,,40.63972222,-73.77888889,US,"Queens, NY",http://pbs.twimg.com/profile_images/2633488044/acd40cf21279385cb7220134b84b274b_normal.jpeg,193,670,2,en,http://www.twitter.com/jasoid/status/721318372424683520
721318371346649088 ,2016-04-16,12:44,TMJ-ATL Cosmo Jobs,tmj_atl_cosmo,"Follow this account for geo-targeted Cosmetology/Hairstylist job tweets in Atlanta, GA. Need help? Tweet us at @CareerArc!","Hair Stylist - Great Clips: (#Buford, GA) https://t.co/dRvUJifQWZ #Cosmetology #Job #Jobs #Hiring #CareerArc",,,34.1187928,-84.0751471,US,"Sugar Hill, GA",http://pbs.twimg.com/profile_images/692477832656732161/MY67XAgd_normal.jpg,298,257,6,en,http://www.twitter.com/tmj_atl_cosmo/status/721318371346649088
721318369874432001 ,2016-04-16,12:44,TMJ-MIA Retail Jobs,tmj_mia_retail,"Follow this account for geo-targeted Retail job tweets in Miami, FL. Need help? Tweet us at @CareerArc!","Customer Service Associate I - Lowe's Stores: (#Hialeah, FL) https://t.co/WRPW3xZ3df #Retail #Job #Jobs #Hiring",,,25.8575963,-80.2781057,US,"Hialeah, FL",http://pbs.twimg.com/profile_images/667236220691283968/oGZZ0rKk_normal.jpg,469,311,86,en,http://www.twitter.com/tmj_mia_retail/status/721318369874432001
721318368507203584 ,2016-04-16,12:44,511 New York,511NY,Traffic & transit updates for all of New York State provided by New York State 511. Visit the website for more feeds.,Cleared: Closure on #US1 SB at South of Olden Ave,,,40.234776,-74.747567,US,"Trenton, NJ",http://pbs.twimg.com/profile_images/307131779/511twitlogo_normal.png,1285,206,192,en,http://www.twitter.com/511NY/status/721318368507203584
721318368364621826 ,2016-04-16,12:44,Annie Islas,AnnieMyBoo,I'm doing my thing. I'm tryna be unforgettable.,"Ya estoy lista.???????? (@ Centro @Netec in Mexico, D.F.) https://t.co/55UUszDmQX",,,19.3945264,-99.17381537999999,MX,"Benito Juárez, Distrito Federal",http://pbs.twimg.com/profile_images/696185710575902722/vIgZKVVB_normal.jpg,198,144,3,es,http://www.twitter.com/AnnieMyBoo/status/721318368364621826
721318366699360257 ,2016-04-16,12:44,Ocelotemx1,Ocelotemx1,whatsapp: 5572676413 Instagram :@ocelotemx1,+followers for @jasmincadavid ?????? @ Secretaria de Gobernación SEGOB https://t.co/Oex2BzearG,,,19.43048663,-99.15284238,MX,"Cuauhtémoc, Distrito Federal",http://pbs.twimg.com/profile_images/571888336635228162/m_qzj5Du_normal.jpeg,368,907,9,es,http://www.twitter.com/Ocelotemx1/status/721318366699360257
721318363738284033 ,2016-04-16,12:44,Plez,plezWorld,husband-father-son-brother-mentor-Nupe-exec-consultant-geek-activist-wonk-blogger-friend-and a helluva engineer (GT alum) twittering away in plezWorld!,"I'm at @DunkinDonuts in Lithonia, GA https://t.co/d6IU15ig5J",,,33.69758466,-84.17255616,US,"Georgia, USA",http://pbs.twimg.com/profile_images/1765814630/PAJ-2011Tux_normal.jpg,1927,1991,53,en,http://www.twitter.com/plezWorld/status/721318363738284033
721318361867661312 ,2016-04-16,12:44,?KingAsshole™,biggtwon,"#BestDadEver
fake ass #twitter comedian
gym rat 
Fuck Cancer
Boxer
team Leo ?
Owner @AASignatureServ
Instagram/Kik/snapchat/ask.fm @Biggtwon","7:45 appointment (@ The Art of Fadez in Villa Park, IL) https://t.co/wpZl3DCh7N https://t.co/aVCF3zHDOs",,,41.903754,-87.988247,US,"Villa Park, IL",http://pbs.twimg.com/profile_images/651546422605664256/xZQPRvAO_normal.jpg,1612,1932,43,en,http://www.twitter.com/biggtwon/status/721318361867661312
721318352426283008 ,2016-04-16,12:44,511 New York,511NY,Traffic & transit updates for all of New York State provided by New York State 511. Visit the website for more feeds.,Cleared: Incident on #I87NYSThruway NB at Exit 21 (I-87) - Catskill (Rte 23),,,42.250298,-73.884049,US,"Jefferson Heights, NY",http://pbs.twimg.com/profile_images/307131779/511twitlogo_normal.png,1285,206,192,en,http://www.twitter.com/511NY/status/721318352426283008
721318350203260928 ,2016-04-16,12:44,Bertha Balseca,BerthaBalseca,"Mother, Runner, Art/Photography/Music Lover and Looking for the Next Big Thing. I'm from Guayaquil-Ecuador living in Miami!","Mis campeones!! #doralparks , #nikerunning , #running , #5kdoral ,… https://t.co/2caB5qTpxz",,,25.82759609,-80.38457593,US,"Doral, FL",http://pbs.twimg.com/profile_images/589633010141630464/yTts9gAG_normal.jpg,80,331,2,en,http://www.twitter.com/BerthaBalseca/status/721318350203260928
